ID,HH,VN,A03,A04,DIS,A13D,A13M,A13Y,A13IN,A14,A14_1,A14_2,A14_3,A14_4,A14_5,A17,A18,A19,A20,A20D,A20M,A20Y,B00H,B00M,B21H,B21M,F00H,F00M,F01A,F01B,F02,F04,F05,F06,F07,F08,F09,F10_1,F10_2,F10_3,F10_4,F10_5,F10_6,F10_7,F10_8,F10_9,F10A,F10B,F11,F11A,F11B,F11C,F11D,F12,F12A,F12B,F12C,F12D,F14,F15,F16,F17,F18H,F18M,J300H,J300M,J301A,J301B,J302,J303_1,J303_2,J303_3,J303_4,J303_5,J303_6,J303_7,J303_8,J303_9,J303_10,J304,J305H,J305M,G00H,G00M,G27H,G27M,C00H,C00M,C01A,C01B,C01C,C02,C04,C05,C06,C07,C08,C09,C10,C11,C12,C13,C14,C15,C16,C17,C18,C19,C20,C21,C22H,C22M,D00H,D00M,D66H,D66M,J100H,J100M,J101A,J101B,J102,J102A,J103,J104,J105,J106_1,J106_2,J106_3,J106_4,J106_5,J106_6,J107,J108,J109,J110_1,J110_2,J110_3,J110_4,J110_5,J110_6,J110_7,J110_8,J110_9,J110_10,J110_11,J110_12,J110_13,J110_14,J110_15,J111H,J111M,E00H,E00M,E01A,E01B,E02,E03A,E03B,E04,E05,E06,E11,E12,E13,E14,E15,E16,E17,E18,E19,E20,E21,E22,E23,E24,E25,E26,E27,E28,E29,E30,E31D,E31M,E31Y,E33H,E33M,E34,E36,E37,E38,E39,J500H,J500M,J501A,J501B,J502,J503,J504,J505_1,J505_2,J505_3,J505_4,J505_5,J505_6,J505_7,J505_8,J505_9,J505_10,J505_11,J505_12,J505_13,J505_14,J505_15,J506_1,J506_2,J506_3,J506_4,J506_5,J506_6,J506_7,J506_8,J506_9,J506_10,J507,J508H,J508M,AT_ID,AT_HH,AT_VN,AT_SH,AT_SM,AT_ANID,AT_AND,AT_ANM,AT_ANY,AT_SPID,AT_SPD,AT_SPM,AT_SPY,AT_FH,AT_FM,member_id,birth_date,int_date,wom_age,eligible_women,male_adult,female_adult,child,education_level,ed_level_none,ed_level_preprimary,ed_level_primary,ed_level_secondary,ed_level_higher,J1_count2_male,J1_count2_female,strata,cluster,PVO,HHWT,WMWT,WMWT_J5,J1WT,gendered_hh,male_adult_max,female_adult_max,child_max,CA,CB,CC,CD,CE,CF,CG,CH,CI,CJ,CK,CL,HDDS,C1617,C1819,C2021,HHS,HHS_N,HHS_N2,improved_water,improved_sanitation,soap_water,critical_handwashing,critical_handwashing_cat,any_sanitation,J304_cat
1334,24,19,29,10,1,28,3,2013,335,1,1,0,0,0,1,366, , ,31,17,3,2013,11,50,11,53,11,53,24,19,1,21,3,60,2,1,2,97,97,97,97,97,97,97,97,97,2, ,71,997, ,2, ,71, , ,2, ,4, , ,2,11,55,11,56,24,19,1,1,2,5,6,8, , , , , ,1,11,57, , , , ,11,58,24,19,2,2,1,2,2,2,2,2,2,2,2,2,2,1,1,3,1,3,1,3,11,59,12,1,12,1,12,1,24,19,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , ,12,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,12,5, , , , , ,12,5,24,19,2,2,2, , , , , , , , , , , , , , , , , , , , , , , , , , ,12,6,1334,24,19,12,57,361,28,3,2013,366,28,3,2013,11,59,1192402, ,3/1/2013,999,0, , , , , , , , , ,0,0,21,119,1,11.9128787878788, , , ,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,2,2,2,2,6,1,2,0,0,0,3,1,0,1
1335,22,19,29,10,1,28,3,2013,375,1,1,2,1,1,2,366, , ,19,17,5,2013,13,50,14,20,14,20,22,19,2,32,3,130,2,1,2,97,97,97,97,97,97,97,97,97,2, ,22,1,8,1,62,62,2, ,2, ,2, , ,1,14,25,14,29,22,19,2,1,2,5,6,8, , , , , ,1,14,30,14,30,14,56,14,56,22,19,2,2,2,1,2,2,2,2,2,1,2,2,2,2,1,1,1,1,2, ,15,1,15,1,15,2,15,2,22,19,2,2,1,3,3,1,2, , , , ,1,4,2,6,7,10, , , , , , , , , , , , ,15,9,15,10,22,19,4, ,1998,15,1,1,1,2,2,1,2,1,2,2,2,2,1,2,2,2,2,2,2,2,2, , , , ,15,16,4,15,152,45.5,1,15,16,22,19,4,2,2, , , , , , , , , , , , , , , , , , , , , , , , , , ,15,17,1335,22,19,15,20,361,28,3,2013,366,28,3,2013,15,27,1192202, ,3/1/2013,15,1,0,1,0,0,1,0,0,0,0,0,1,21,119,1,11.9128787878788,23.8257575757576,23.8257575757576,11.9128787878788,3,1,1,1,0,1,0,0,0,0,0,1,0,0,0,0,2,1,1,0,2,1,1,0,0,0,3,1,1,1
1336,21,19,29,10,1,28,3,2013,334,1,1,1,0,2,2,366, , ,19,16,5,2013,12,30,12,50,12,51,21,19,2,81,3,40,2,2,2,97,97,97,97,97,97,97,97,97,2, ,71,997, ,2, ,62,1,98,2, ,1,1,3,2,12,57,12,57,21,19,2,1,2,6, , , , , , , ,8,12,58, , , , ,12,58,21,19,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,13,2,13,2,13,12,13,12,21,19,2,2,2,1,1,1,2, , , , ,1,5,2,2,3,4,5, , , , , , , , , , , ,13,15,13,16,21,19,2, ,1981,32,1,1,1,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,1, , , , , ,13,20,2,32,166.7,54.5,1,13,20,21,19,2,1,1,7, , , , , , , , , , , , , , ,1, , , , , , , , , ,5,13,28,1336,21,19,12,42,361,28,3,2013,366,28,3,2013,12,49,1192102, ,3/1/2013,32,1,0,1,0,0,1,0,0,0,0,0,1,21,119,1,11.9128787878788,11.9128787878788,11.9128787878788,11.9128787878788,3,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,3,1,1,0,0,0,2,0,0,0
1337,20,19,29,10,1,28,3,2013,354,1,1,3,1,0,7,366,368, ,26,31,5,2013,11,23,11,36,11,36,20,19,7,51, , ,2,1,2,97,97,97,97,97,97,97,97,97,2, ,21,1,2,2, ,62,2, ,2, ,2, , ,2,11,39,11,39,20,19,2,1,2,5,6,8, , , , , ,1,11,40,11,42,1,45,11,48,20,19,7,2,1,2,2,2,2,2,2,1,2,2,2,2,2, ,2, ,2, ,11,52,11,52,11,52,11,52,20,19,7,1, , , , , , , , , , , , , , , , , , , , , , , , , , , ,11,53,11,56,20,19,7,2,1993,20,1,1,1,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2, , , , ,11,57,7,20,163.5,46.8,1,11,57,20,19,7,2,2, , , , , , , , , , , , , , , , , , , , , , , , , , ,11,58,1337,20,19,10,40,361,28,3,2013,366,28,3,2013,10,45,1192007,2/1/1993,3/1/2013,20,1, , , , , , , , , ,0,0,21,119,1,11.9128787878788,23.8257575757576,23.8257575757576, ,3,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,3,1,1,1
1338,19,19,29,10,1,28,3,2013,375,1,1,2,1,1,2,366, , ,19,17,5,2013,10,9,10,53,10,53,19,19,2,21,3,30,2,2,2,97,97,97,97,97,97,97,97,97,2, ,23,1,3,1,71,23,1,3,1,71,1,1,1,1,11,5,11,5,19,19,2,1,2,8, , , , , , , ,1,11,7,11,7,12,1,12,1,19,19,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,1,1,1,1,12,5,12,6,12,57,12,58,19,19,2,2,1,1,2,2, , , , , ,2,3,2,1,2,5,6,13, , , , , , , , , , ,13,0,13,1,19,19,4,8,1988,25,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,4,4,2012,13,7,2,48,170,44.3,1,13,7,19,19,4,1,2, , , , , , , , , , , , , , , , , , , , , , , , , , ,13,8,1338,19,19,10,30,377,28,3,2013,366,28,3,2013,10,39,1191902,8/1/1988,3/1/2013,25,1,0,1,0,0,1,0,0,0,0,0,1,21,119,1,11.9128787878788,23.8257575757576,23.8257575757576,11.9128787878788,3,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,3,1,1,0,0,1,1,0,1,1
1339,18,19,29,10,1,28,3,2013,334,1,1,3,1,2,1,366, , ,19,17,5,2013,10,20,10,50,10,51,18,19,1,81,3,40,2,2,2,97,97,97,97,97,97,97,97,97,2, ,71,997, ,2, ,62,1,98,2, ,1,1,3,2,11,0,11,1,18,19,1,1,2,4,5, , , , , , ,8,11,4,11,5,11,12,11,13,18,19,1,2,1,2,2,2,2,2,2,1,2,2,2,2,1,1,1,1,1,1,11,16,11,17,11,24,11,24,18,19,1,2,1,1,1,1, , , , , ,1,3,2,2,3,4,5,6, , , , , , , , , , ,11,28,11,31,18,19,2, ,1996,17,1,1,1,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2, , , , ,11,37,2,17,162.25,54.1,2,11,38,18,19,1,1,2, , , , , , , , , , , , , , , , , , , , , , , , , , ,11,40,1339,18,19,10,25,377,28,3,2013,366,8,3,2013,10,31,1191801, ,3/1/2013,17,1,0,1,0,0,1,0,0,0,0,0,1,21,119,1,11.9128787878788,35.7386363636363,35.7386363636363,11.9128787878788,1,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,2,1,1,1,3,1,1,0,0,0,3,1,0,0
1340,17,19,29,10,1,28,3,2013,365,1,1,1,1,1,2,366, , ,19,17,5,2013,10,40,11,21,11,22,17,19,2,81,3,20,1,1,8,97,97,97,97,97,97,97,97,97,1,81,71,997, ,2, ,71, , ,2, ,2, , ,2,11,24,11,24,17,19,2,1,2,8, , , , , , , ,2,11,25,11,25,11,30,11,30,17,19,2,2,1,2,1,2,2,2,2,1,2,1,1,2,1,1,1,1,1,1,11,31,11,32,11,37,11,38,17,19,2,2,2,1,2,2, , , , , ,1,3,1,8,9,10,11,12,13,14, , , , , , , , ,11,38,11,39,17,19,2,1,1987,26,1,1,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,1,2,1,1,22,3,2013,11,50,2,26,166,56.09,1,11,50,17,19,2,1,2, , , , , , , , , , , , , , , , , , , , , , , , , , ,11,51,1340,17,19,12,0,377,28,3,2013,366,28,3,2013,12,2,1191702,1/1/1987,3/1/2013,26,1,0,1,0,0,1,0,0,0,0,0,1,21,119,1,11.9128787878788,35.7386363636363,35.7386363636363,11.9128787878788,3,1,1,1,1,0,1,0,0,0,0,1,0,1,1,0,5,1,1,1,3,1,1,0,0,0,1,0,0,0
1341,23,19,29,10,1,28,3,2013,365,1,1,1,1,1,2,366,368, ,19,17,5,2013,14,0,14,20,14,20,23,19,2,81,3,30,1,1,8,97,97,97,97,97,97,97,97,97,2, ,21,2, ,2, ,21,2, ,2, ,2, , ,1,14,24,14,25,23,19,2,8, , , , , , , , , ,2,14,26,14,26,4,40,14,40,23,19,2,2,1,2,1,2,2,2,2,1,2,1,1,2,1,1,1,1,1,1,14,42,14,43,14,49,14,49,23,19,2,2,1,1,2,2, , , , , ,1, ,1,4,8,10,11,12,13, , , , , , , , , ,14,51,14,52,23,19,2,1,1979,34,1,1,1,2,2,1,2,1,2,2,2,2,2,1,1,2,2,2,1,2,1,1,21,2,2011,14,56,2,34,168.3,54.56,1,14,56,23,19,2,1,2, , , , , , , , , , , , , , , , , , , , , , , , , , ,14,57,1341,23,19,15,40,377,28,3,2013,366,28,3,2013,15,45,1192302,1/1/1979,3/1/2013,34,1,0,1,0,0,1,0,0,0,0,0,1,21,119,1,11.9128787878788,11.9128787878788,11.9128787878788,11.9128787878788,3,1,1,1,1,0,1,0,0,0,0,1,0,1,1,0,5,1,1,1,3,1,1,0,1,0,0,0,1,0
1342,23,22,24,13,1,6,4,2013,363,1,1,1,1,1,2,362, , ,28,16,5,2013,11,14,11,20,11,20,23,22,2,21,3,40,1,2,2,97,97,97,97,97,97,97,97,97,1,51,22,2, ,2, ,22,2, ,1,71,2, , ,2,11,29,11,29,23,22,1,1,2,5,6,8, , , , , ,2,11,30,11,35,11,44,11,45,23,22,1,2,1,2,2,2,2,2,1,2,2,2,2,2,1,1,2, ,2, ,11,47,11,51,11,58,11,58,23,22,1,2,3, , ,2, , , , , ,1,5,2,2,3,5, , , , , , , , , , , , ,11,59,11,58,23,22,3,2,1995,18,1,1,1,2,2,1,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2, , , , ,12,0,3,18,167.8,47.55,1,12,0,23,22,3,2,2, , , , , , , , , , , , , , , , , , , , , , , , , , ,12,1,1342,23,22,12,33,360,6,4,2013,362,6,4,2013,12,30,1222301,2/1/1995,4/1/2013,18,1,0,1,0,0,1,0,0,0,0,0,1,21,122,1,35.6510416666667,106.953125,106.953125,35.6510416666667,1,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,2,1,0,0,1,0,0,1,1,0,3,1,1,0
1343,12,22,24,13,1,5,4,2013,363,1,1,1,1,0,1,362, , ,28,16,5,2013,13,11,13,15,13,16,12,22,1,21,3,70,1,2,2,97,97,97,97,97,97,97,97,97,2, ,22,1,3,2, ,22,1,3,1,71,2, , ,2,13,17,13,17,12,22,1,1,2,5,6,8, , , , , ,2,13,18,13,19,13,19,13,20,12,22,3,2,1,2,2,2,2,2,2,2,2,2,2,2,1,1,2, ,2, ,13,21,13,21,13,22,13,22,12,22,1,2,3, , ,2, , , , , ,1,5,1,2,3,4, , , , , , , , , , , , ,13,23,13,23,12,22,1,1,1981,32,1,1,1,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,15,2,2006,13,25,1,32,164.4,44.3,1,13,25,12,22,2,1,1,5, , , , , , , , , , , , , , ,2, , , , , , , , , ,1,13,26,1343,12,22,13,46,360,5,4,2013,362,5,4,2013,13,52,1221201,1/1/1981,4/1/2013,32,1, , , , , , , , , ,0,0,21,122,1,35.6510416666667,35.6510416666667,35.6510416666667, ,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0,3,1,1,0
1344,1,22,24,13,1,5,4,2013,364,1,1,1,1,1,2,362, , ,28,17,5,2013,10,30,10,34,10,34,1,22,2,21,3,30,1,2,2,97,97,97,97,97,97,97,97,97,2, ,22,2, ,2, ,22,2, ,2, ,1,2,3,1,10,40,10,40,1,22,2,1,2,5,6,8, , , , , ,1,10,42,10,43,10,49,10,50,1,22,2,2,1,2,2,2,2,1,2,2,2,1,2,1,1,1,1,1,1,1,10,54,10,54,11,4,11,4,1,22,2,2,1,1,3,2, , , , , ,2,4,1,1,2,4,13, , , , , , , , , , , ,11,7,11,7,1,22,2,10,1992,20,1,1,1,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,8,8,2011,11,13,2,20,169.8,59.55,1,11,13,1,22,2,1,1,11, , , , , , , , , , , , , , ,1, , , , , , , , , ,2,11,15,1344,1,22,11,1,378,5,4,2013,362,5,4,2013,11,8,1220102,10/1/1992,4/1/2013,21,1,0,1,0,0,1,0,0,0,0,0,1,21,122,1,35.6510416666667,35.6510416666667,35.6510416666667,35.6510416666667,3,1,1,1,1,0,0,0,0,1,0,0,0,1,0,1,4,1,1,1,3,1,1,1,1,0,3,1,1,1
1345,2,22,24,13,1,5,3,2013,347,1,1,1,2,0,2,362, , ,19,20,5,2013,10,0,10,39,10,39,2,22,2,21,1, ,1,1,2,97,97,97,97,97,97,97,97,97,2, ,22,2, ,2, ,22,2, ,2, ,1,1,1,1,10,43,10,43,2,22,2,1,2,5,6,8, , , , , ,1,10,44,10,44,10,49,10,49,2,22,2,2,2,1,2,1,2,2,2,2,2,2,2,2,1,1,1,2,1,3,10,50,10,50,10,51,10,51,2,22,2,2,1,2,3,1,2, , , , ,1,4,1,1,4,7,9,11, , , , , , , , , , ,10,53,10,53,2,22,2,4,1984,29,1,1,1,2,2,1,2,2,2,1,2,2,2,2,2,2,2,2,2,2,1,1,14,10,2007,10,56,2,29,158.4,56.1,1,10,56,2,22,2,1,2, , , , , , , , , , , , , , , , , , , , , , , , , , ,10,57,1345,2,22,11,30,360,5,4,2013,362,5,4,2013,11,35,1220202,4/1/1984,3/1/2013,29,1, , , , , , , , , ,0,0,21,122,1,35.6510416666667,35.6510416666667,35.6510416666667, ,3,1,1,1,0,1,0,1,0,0,0,0,0,0,0,0,2,1,1,2,4,1,2,0,1,1,3,1,1,1
1346,3,22,24,13,1,5,4,2013,346,1,1,3,2,0,2,362, , ,5,18,5,2013,10,30,10,47,10,48,3,22,2,21,2, ,2,1,1,1,6, , , , , , , ,2, ,22,2, ,2, ,22,2, ,2, ,1,1,3,1,10,50,10,51,3,22,2,1,2,8, , , , , , , ,2,10,53,10,54,11,10,11,10,3,22,2,2,1,2,1,2,2,2,2,1,2,2,2,2,1,1,1,1,1,1,11,15,11,16,11,17,11,20,3,22,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , ,11,21,11,23,3,22,7,4,1998,15,1,1,1,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,1,1,13,2,2006,11,29,7,15,156.4,36.35,1,11,30,3,22,2,2,2, , , , , , , , , , , , , , , , , , , , , , , , , , ,11,31,1346,3,22,12,0,360,5,4,2013,362,5,3,2013,12,1,1220302,4/1/1998,4/1/2013,15,1, , , , , , , , , ,0,0,21,122,1,35.6510416666667,106.953125,106.953125, ,3,1,1,1,1,0,1,0,0,0,0,1,0,0,0,0,3,1,1,1,3,1,1,0,1,0,1,0,1,0
1347,4,22,24,13,1,5,4,2013,364,1,1,1,2,0,2,362, , ,28,16,5,2013,11,40,12,0,12,0,4,22,2,21,3,40,1,2,2,97,97,97,97,97,97,97,97,97,2, ,22,2, ,2, ,22,2, ,2, ,1,2,2,2,12,14,12,14,4,22,2,1,2,5,6,8, , , , , ,1,12,15,12,14,12,29,12,30,4,22,2,2,1,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,12,34,12,34,12,35,12,35,4,22,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , ,12,36,12,34,4,22,2, ,1970,43,1,1,1,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,6,1,1998,12,39,2,43,161.2,50.55,1,12,39,4,22,2,2,2, , , , , , , , , , , , , , , , , , , , , , , , , , ,12,40,1347,4,22,11,42,378,5,4,2013,362,5,4,2013,11,47,1220402, ,4/1/2013,43,1, , , , , , , , , ,0,0,21,122,1,35.6510416666667,35.6510416666667,35.6510416666667, ,3,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,3,1,1,1,1,0,3,1,1,1
1348,5,22,24,13,1,5,4,2013,376,1,1,1,2,1,2,362, , ,28,17,5,2013,10,31,10,36,10,36,5,22,2,21,3,70,1,2,2,97,97,97,97,97,97,97,97,97,2, ,22,2, ,2, ,22,2, ,1,71,2, , ,2,10,38,10,38,5,22,2,1,2,5,6,8, , , , , ,2,10,39,10,40,10,44,10,45,5,22,2,2,1,2,2,2,2,2,2,1,2,2,2,2,2, ,2, ,2, ,10,46,10,46,10,49,10,49,5,22,2,2,1,1,1,2, , , , , ,1,5,1,2,4,5, , , , , , , , , , , , ,10,49,10,50,5,22,2,2,1979,34,1,1,1,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2, , , , ,10,51,2,34,165.6,62.6,1,10,52,5,22,2,1,2, , , , , , , , , , , , , , , , , , , , , , , , , , ,10,53,1348,5,22,11,20,360,5,4,2013,362,5,4,2013,11,23,1220502,2/1/1979,4/1/2013,34,1,0,1,0,0,1,0,0,0,0,0,1,21,122,1,35.6510416666667,35.6510416666667,35.6510416666667,35.6510416666667,3,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,1,1,0,3,1,1,0
1349,6,22,24,13,1,5,4,2013,347,1,1,1,2,2,2,362, , ,5,18,5,2013,11,20,11,48,11,48,6,22,2,21,1, ,1,1,2,97,97,97,97,97,97,97,97,97,2, ,71,997, ,2, ,71, , ,2, ,4, , ,2,11,50,11,50,6,22,2,1,2,5,7,8, , , , , ,1,11,51,11,52,11,56,11,56,6,22,2,2,1,2,1,2,2,2,2,2,2,2,2,2,1,3,1,3,1,2,12,50,12,6,12,13,12,13,6,22,2,2,1,2,2,1,2, , , , ,1,4,1,1,4,7,11, , , , , , , , , , , ,12,14,12,15,6,22,2, ,1980,33,1,1,1,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,8,6,2012,12,17,2,33,160.2,40.4,1,12,17,6,22,2,1,2, , , , , , , , , , , , , , , , , , , , , , , , , , ,12,18,1349,6,22,12,49,360,5,4,2013,362,5,4,2013,12,51,1220602, ,4/1/2013,33,1,0,1,0,0,1,0,0,0,0,0,1,21,122,1,35.6510416666667,35.6510416666667,35.6510416666667,35.6510416666667,3,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,2,2,2,1,5,1,2,0,0,0,3,1,0,1
1350,7,22,24,13,1,5,4,2013,346,1,1,0,1,1,1,362, , ,28,16,5,2013,12,1,12,28,12,29,7,22,1,21,3,998,2,1,1,1,6, , , , , , , ,2, ,22,2, ,2, ,22,2, ,2, ,1,1,3,1,12,40,12,45,7,22,1,1,2,5,6,8, , , , , ,2,12,46,12,50,12,50,12,51,7,22,2,2,1,2,1,2,2,2,2,1,2,2,2,2,1,2,1,2,1,3,12,54,12,55,13,1,13,2,7,22,1,2,3, , ,6, , , , , , , , ,1, , , , , , , , , , , , , , ,13,3, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,13,4, , , , , ,13,6,7,22,2,2,2, , , , , , , , , , , , , , , , , , , , , , , , , , ,13,8,1350,7,22,13,18,378,5,4,2013,362,5,4,2013,13,21,1220701, ,4/1/2013,999,0,0,1,0,0,1,0,0,0,0,0,1,21,122,1,35.6510416666667, , ,35.6510416666667,1,0,1,1,1,0,1,0,0,0,0,1,0,0,0,0,3,1,1,2,4,1,2,0,1,0,3,1,1,0
1351,8,22,24,13,1,5,4,2013,337,1,1,1,1,0,2,362, , ,28,16,5,2013,10,40,10,51,10,52,8,22,2,21,3,998,1,1,2,97,97,97,97,97,97,97,97,97,2, ,23,2, ,2, ,23,2, ,2, ,2, , ,1,10,55,10,56,8,22,2,1,2,6, , , , , , , ,2,10,56,10,57,11,17,11,17,8,22,2,2,1,2,1,2,1,2,2,1,2,2,2,2,2, ,2, ,2, ,11,20,11,20,11,21,11,21,8,22,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , ,11,22,11,22,8,22,2, ,1975,38,1,1,1,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,15,6,2007,11,28,2,38,170.8,60.78,1,11,28,8,22,2,1,2, , , , , , , , , , , , , , , , , , , , , , , , , , ,11,29,1351,8,22,12,0,360,5,4,2013,362,5,4,2013,12,10,1220802, ,4/1/2013,38,1, , , , , , , , , ,0,0,21,122,1,35.6510416666667,35.6510416666667,35.6510416666667, ,3,1,1,1,1,0,1,0,1,0,0,1,0,0,0,0,4,0,0,0,0,0,0,0,0,0,2,0,1,0
1352,9,22,24,13,1,5,4,2013,363,1,1,0,1,2,2,362, , ,22,24,5,2013,11,34,11,42,11,42,9,22,2,21,3,70,1,2,2,97,97,97,97,97,97,97,97,97,2, ,22,1,2,2, ,22,1,2,2, ,2, , ,2,11,43,11,43,9,22,2,1,2,5,6,8, , , , , ,2,11,44,11,44,11,46,11,46,9,22,2,2,2,1,2,2,2,2,2,1,2,2,2,2,2, ,2, ,2, ,11,47,11,47,11,55,11,55,9,22,2,2,1,1,1,2, , , , , ,1,5,2,2,3,4, , , , , , , , , , , , ,11,56, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,11,57, , , , , ,11,57,9,22,2,2,2, , , , , , , , , , , , , , , , , , , , , , , , , , ,11,58,1352,9,22,12,17,378,5,4,2013,362,5,4,2013,12,28,1220902, ,4/1/2013,999,0,0,1,0,0,1,0,0,0,0,0,1,21,122,1,35.6510416666667, ,35.6510416666667,35.6510416666667,3,1,1,1,0,1,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,1,0,0,3,1,1,0
1353,10,22,24,13,1,5,4,2013,337,1,1,1,1,0,1,362, , ,28,16,5,2013,12,20,12,30,12,31,10,22,1,21,3,998,1,2,2,97,97,97,97,97,97,97,97,97,2, ,23,1,4,2, ,23,1,4,1,62,2, , ,1,12,36,12,36,10,22,1,1,2,5,7, , , , , , ,1,12,37,12,38,12,43,12,44,10,22,1,2,1,2,1,2,2,2,2,2,2,2,2,2,2, ,2, ,2, ,12,46,12,46,12,47,12,47,10,22,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , ,12,48,12,48,10,22,1,2,1982,31,1,1,1,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,15,3,2007,12,51,1,31,164.5,59.05,1,12,51,10,22,1,1,2, , , , , , , , , , , , , , , , , , , , , , , , , , ,12,52,1353,10,22,13,39,360,5,4,2013,362,5,4,2013,13,45,1221002,2/1/1982,4/1/2013,31,1, , , , , , , , , ,0,0,21,122,1,35.6510416666667,35.6510416666667,35.6510416666667, ,1,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,3,1,1,1
1354,11,22,24,13,1,5,4,2013,376,1,1,1,2,0,2,362, , ,28,17,5,2013,12,32,12,57,12,37,11,22,2,21,3,80,1,2,2,97,97,97,97,97,97,97,97,97,2, ,22,1,2,2, ,22,1,2,1,71,2, , ,2,12,39,12,40,11,22,2,1,2,5,6,8, , , , , ,2,12,41,12,42,12,43,12,44,11,22,2,2,1,2,2,2,2,2,2,2,2,2,2,2,1,1,2, ,2, ,12,45,12,45,12,46,12,46,11,22,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , ,12,47,12,47,11,22,2,2,1979,34,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,10,2,2007,12,48,2,34,167.2,56,1,12,48,11,22,2,2,2, , , , , , , , , , , , , , , , , , , , , , , , , , ,12,49,1354,11,22,13,21,360,5,4,2013,362,5,4,2013,13,24,1221102,2/1/1979,4/1/2013,34,1, , , , , , , , , ,0,0,21,122,1,35.6510416666667,35.6510416666667,35.6510416666667, ,3,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0,3,1,1,0
1355,13,22,24,13,1,6,4,2013,346,1,1,3,1,1,1,362, , ,28,17,5,2013,9,45,10,6,10,7,13,22,1,21,2, ,2,2,1,6, , , , , , , , ,2, ,22,1,2,2, ,22,2, ,2, ,1,1,1,1,10,12,10,12,13,22,1,1,2,6,7,8, , , , , ,1,10,15,10,16,10,23,10,23,13,22,3,2,1,2,1,2,2,2,2,1,2,1,2,2,1,2,1,2,1,1,10,24,10,25,10,29,10,30,13,22,1,2,3, , ,2, , , , , ,1,3,2,6,9,10,11, , , , , , , , , , , ,10,32,10,33,13,22,3,4,1995,18,1,1,1,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2, , , , ,10,34,3,17,171.3,61.6,1,10,35,13,22,1,1,1,5, , , , , , , , , , , , , , ,1, , , , , , , , , ,2,10,36,1355,13,22,11,11,378,6,4,2013,362,6,4,2013,11,18,1221301,4/1/1995,4/1/2013,18,1,0,1,0,0,1,0,0,0,0,0,1,21,122,1,35.6510416666667,106.953125,106.953125,35.6510416666667,3,1,1,1,1,0,1,0,0,0,0,1,0,1,0,0,4,1,1,1,3,1,1,0,0,1,3,1,1,1
