ID,DIS,VN,HH,B01,B03,B04,B05,B06,B07,B08,B09,B10,B11,B12,B13,B14,B15,B16,B17,B18A,B18B,B19,B20A,B20B,member_id,B05_bin,strata,cluster,PVO,HHWT,male_adult,female_adult,child,education_level
4354,5,40,11,2,2,2,36,2,997,997,1,2,1,1,997,997,997,997,2,997, ,997,997, ,5401102,8,42,540,2,19.3411764705882,0,1,0,0
4354,5,40,11,3,3,1,15,2,997,997,997,2,2,4,1,2,1,1,2,997, ,997,997, ,5401103,4,42,540,2,19.3411764705882,0,0,1,0
4354,5,40,11,4,3,2,12,1,997,997,997,2,2,997,1,2,1,1,2,997, ,997,997, ,5401104,3,42,540,2,19.3411764705882,0,0,1,0
4354,5,40,11,5,3,2,10,2,997,997,997,2,2,997,1,2,1,1,2,997, ,997,997, ,5401105,3,42,540,2,19.3411764705882,0,0,1,0
4354,5,40,11,6,3,2,7,2,997,997,997,2,2,997,1,2,1,1,2,997, ,997,997, ,5401106,2,42,540,2,19.3411764705882,0,0,1,0
4354,5,40,11,7,3,1,6,2,997,997,997,997,997,997,1,2,1,1,2,997, ,997,997, ,5401107,2,42,540,2,19.3411764705882,0,0,1,0
4354,5,40,11,8,3,1,4,2,1,2,997,997,997,997,1,2,1,1,997,997, ,997,997, ,5401108,1,42,540,2,19.3411764705882,0,0,1,997
4354,5,40,11,9,3,2,0,2,1,2,997,997,997,997,1,2,1,1,997,997, ,997,997, ,5401109,1,42,540,2,19.3411764705882,0,0,1,997
4355,5,40,10,1,1,1,35,2,997,997,997,1,1,1,997,997,997,997,2,997, ,997,997, ,5401001,8,42,540,2,19.3411764705882,1,0,0,0
4355,5,40,10,2,2,2,22,1,997,997,1,2,1,1,997,997,997,997,2,997, ,997,997, ,5401002,5,42,540,2,19.3411764705882,0,1,0,0
4355,5,40,10,3,3,2,0,2,1,2,997,997,997,997,1,2,1,1,997,997, ,997,997, ,5401003,1,42,540,2,19.3411764705882,0,0,1,997
4356,5,40,8,1,1,1,27,2,997,997,997,1,1,1,997,997,997,997,2,997, ,997,997, ,5400801,6,42,540,2,19.3411764705882,1,0,0,0
4356,5,40,8,2,2,2,24,1,997,997,1,2,1,1,997,997,997,997,2,997, ,997,997, ,5400802,5,42,540,2,19.3411764705882,0,1,0,0
4356,5,40,8,3,3,2,7,2,997,997,997,2,2,997,1,2,1,2,2,997, ,997,997, ,5400803,2,42,540,2,19.3411764705882,0,0,1,0
4356,5,40,8,4,3,2,6,2,997,997,997,997,997,997,1,2,1,1,2,997, ,997,997, ,5400804,2,42,540,2,19.3411764705882,0,0,1,0
4356,5,40,8,5,3,2,2,2,1,2,997,997,997,997,1,2,1,1,997,997, ,997,997, ,5400805,1,42,540,2,19.3411764705882,0,0,1,997
4357,5,40,9,1,2,1,42,2,997,997,997,2,2,1,997,997,997,997,2,997, ,997,997, ,5400901,9,42,540,2,19.3411764705882,1,0,0,0
4357,5,40,9,2,1,2,37,1,997,997,1,1,1,1,997,997,997,997,2,997, ,997,997, ,5400902,8,42,540,2,19.3411764705882,0,1,0,0
4357,5,40,9,3,3,1,10,2,997,997,997,2,2,997,1,2,1,1,2,997, ,997,997, ,5400903,3,42,540,2,19.3411764705882,0,0,1,0
4357,5,40,9,4,3,1,9,2,997,997,997,2,2,997,1,2,1,1,2,997, ,997,997, ,5400904,2,42,540,2,19.3411764705882,0,0,1,0
4357,5,40,9,5,3,1,7,2,997,997,997,2,2,997,1,2,1,1,2,997, ,997,997, ,5400905,2,42,540,2,19.3411764705882,0,0,1,0
4357,5,40,9,6,3,2,0,2,1,2,997,997,997,997,1,2,1,1,997,997, ,997,997, ,5400906,1,42,540,2,19.3411764705882,0,0,1,997
4357,5,40,9,7,3,1,6,2,997,997,997,997,997,997,1,2,1,1,2,997, ,997,997, ,5400907,2,42,540,2,19.3411764705882,0,0,1,0
4358,5,40,7,1,1,1,36,2,997,997,997,1,1,1,997,997,997,997,2,997, ,997,997, ,5400701,8,42,540,2,19.3411764705882,1,0,0,0
4358,5,40,7,2,2,2,30,1,997,997,1,2,2,1,997,997,997,997,2,997, ,997,997, ,5400702,7,42,540,2,19.3411764705882,0,1,0,0
4358,5,40,7,3,3,2,10,2,997,997,997,2,2,997,1,2,1,1,2,997, ,997,997, ,5400703,3,42,540,2,19.3411764705882,0,0,1,0
4358,5,40,7,4,3,2,6,2,997,997,997,997,997,997,1,2,1,1,2,997, ,997,997, ,5400704,2,42,540,2,19.3411764705882,0,0,1,0
4358,5,40,7,5,3,2,4,2,1,2,997,997,997,997,1,2,1,1,997,997, ,997,997, ,5400705,1,42,540,2,19.3411764705882,0,0,1,997
4358,5,40,7,6,3,1,1,2,1,2,997,997,997,997,1,2,1,1,997,997, ,997,997, ,5400706,1,42,540,2,19.3411764705882,0,0,1,997
4359,5,40,16,1,1,1,40,2,997,997,997,1,1,1,997,997,997,997,2,997, ,997,997, ,5401601,9,42,540,2,19.3411764705882,1,0,0,0
4359,5,40,16,2,2,2,35,1,997,997,1,2,1,1,997,997,997,997,2,997, ,997,997, ,5401602,8,42,540,2,19.3411764705882,0,1,0,0
4359,5,40,16,3,3,2,8,2,997,997,997,2,2,997,1,2,1,1,2,997, ,997,997, ,5401603,2,42,540,2,19.3411764705882,0,0,1,0
4359,5,40,16,4,3,2,2,2,1,2,997,997,997,997,1,2,1,1,997,997, ,997,997, ,5401604,1,42,540,2,19.3411764705882,0,0,1,997
4359,5,40,16,5,3,1,10,2,997,997,997,2,2,997,1,2,1,1,2,997, ,997,997, ,5401605,3,42,540,2,19.3411764705882,0,0,1,0
4359,5,40,16,6,3,2,6,2,997,997,997,997,997,997,1,2,1,1,2,997, ,997,997, ,5401606,2,42,540,2,19.3411764705882,0,0,1,0
4359,5,40,16,7,3,2,0,2,1,2,997,997,997,997,1,2,1,1,997,997, ,997,997, ,5401607,1,42,540,2,19.3411764705882,0,0,1,997
4360,5,40,6,1,1,1,30,2,997,997,997,1,2,1,997,997,997,997,2,997, ,997,997, ,5400601,7,42,540,2,19.3411764705882,1,0,0,0
4360,5,40,6,2,2,2,22,1,997,997,1,2,2,1,997,997,997,997,2,997, ,997,997, ,5400602,5,42,540,2,19.3411764705882,0,1,0,0
4360,5,40,6,3,3,2,0,2,1,2,997,997,997,997,1,2,1,1,997,997, ,997,997, ,5400603,1,42,540,2,19.3411764705882,0,0,1,997
4360,5,40,6,4,3,1,0,2,1,2,997,997,997,997,1,2,1,1,997,997, ,997,997, ,5400604,1,42,540,2,19.3411764705882,0,0,1,997
4361,5,40,5,1,1,1,69,2,997,997,997,1,2,1,997,997,997,997,2,997, ,997,997, ,5400501,14,42,540,2,19.3411764705882,1,0,0,0
4361,5,40,5,2,2,2,41,1,997,997,1,2,1,1,997,997,997,997,2,997, ,997,997, ,5400502,9,42,540,2,19.3411764705882,0,1,0,0
4361,5,40,5,3,3,1,22,2,997,997,997,2,2,4,997,997,997,997,2,997, ,997,997, ,5400503,5,42,540,2,19.3411764705882,1,0,0,0
4361,5,40,5,4,3,2,14,2,997,997,997,2,2,997,1,2,1,1,2,997, ,997,997, ,5400504,3,42,540,2,19.3411764705882,0,0,1,0
4361,5,40,5,5,3,2,11,2,997,997,997,2,2,997,1,2,1,1,2,997, ,997,997, ,5400505,3,42,540,2,19.3411764705882,0,0,1,0
4361,5,40,5,6,3,2,13,2,997,997,997,2,2,997,1,2,1,1,2,997, ,997,997, ,5400506,3,42,540,2,19.3411764705882,0,0,1,0
4361,5,40,5,7,3,2,12,2,997,997,997,2,2,997,1,2,1,1,2,997, ,997,997, ,5400507,3,42,540,2,19.3411764705882,0,0,1,0
4362,5,40,4,1,1,1,34,2,997,997,997,1,2,1,997,997,997,997,2,997, ,997,997, ,5400401,7,42,540,2,19.3411764705882,1,0,0,0
4362,5,40,4,2,2,2,23,1,997,997,1,1,1,1,997,997,997,997,2,997, ,997,997, ,5400402,5,42,540,2,19.3411764705882,0,1,0,0
4362,5,40,4,3,3,2,8,2,997,997,997,2,2,997,1,2,1,1,2,997, ,997,997, ,5400403,2,42,540,2,19.3411764705882,0,0,1,0
4362,5,40,4,4,3,1,7,2,997,997,997,2,2,997,1,2,1,1,2,997, ,997,997, ,5400404,2,42,540,2,19.3411764705882,0,0,1,0
4362,5,40,4,5,3,1,6,2,997,997,997,997,997,997,1,2,1,1,2,997, ,997,997, ,5400405,2,42,540,2,19.3411764705882,0,0,1,0
4362,5,40,4,6,3,1,0,2,1,2,997,997,997,997,1,2,1,1,997,997, ,997,997, ,5400406,1,42,540,2,19.3411764705882,0,0,1,997
4363,5,40,3,1,1,1,33,2,997,997,997,1,1,1,997,997,997,997,2,997, ,997,997, ,5400301,7,42,540,2,19.3411764705882,1,0,0,0
4363,5,40,3,2,2,2,32,1,997,997,1,2,1,1,997,997,997,997,2,997, ,997,997, ,5400302,7,42,540,2,19.3411764705882,0,1,0,0
4363,5,40,3,3,3,1,15,2,997,997,997,2,2,1,2,997,1,1,2,997, ,997,997, ,5400303,4,42,540,2,19.3411764705882,0,0,1,0
4363,5,40,3,4,3,1,13,2,997,997,997,2,2,997,1,2,1,1,2,997, ,997,997, ,5400304,3,42,540,2,19.3411764705882,0,0,1,0
4363,5,40,3,5,3,1,11,2,997,997,997,2,2,997,1,2,1,1,1,1,1,2,997, ,5400305,3,42,540,2,19.3411764705882,0,0,1,1
4363,5,40,3,6,3,1,9,2,997,997,997,2,2,997,1,2,1,1,1,1,1,2,997, ,5400306,2,42,540,2,19.3411764705882,0,0,1,1
4363,5,40,3,7,3,1,8,2,997,997,997,2,2,997,1,2,1,1,2,997, ,997,997, ,5400307,2,42,540,2,19.3411764705882,0,0,1,0
4363,5,40,3,8,3,2,6, ,997,997,997,997,997,997,1,2,1,1,2,997, ,997,997, ,5400308,2,42,540,2,19.3411764705882,0,0,1,0
4363,5,40,3,9,3,1,1,2,1,2,997,997,997,997,1,2,1,1,997,997, ,997,997, ,5400309,1,42,540,2,19.3411764705882,0,0,1,997
4364,5,40,2,1,1,1,40,2,997,997,997,1,1,1,997,997,997,997,2,997, ,997,997, ,5400201,9,42,540,2,19.3411764705882,1,0,0,0
4364,5,40,2,2,2,2,30,1,997,997,1,2,2,1,997,997,997,997,2,997, ,997,997, ,5400202,7,42,540,2,19.3411764705882,0,1,0,0
4364,5,40,2,3,3,2,6,2,997,997,997,997,997,997,1,2,1,1,2,997, ,997,997, ,5400203,2,42,540,2,19.3411764705882,0,0,1,0
4364,5,40,2,4,3,2,7,2,997,997,997,2,2,997,1,2,1,1,2,997, ,997,997, ,5400204,2,42,540,2,19.3411764705882,0,0,1,0
4364,5,40,2,5,3,2,0,2,1,2,997,997,997,997,1,2,1,1,997,997, ,997,997, ,5400205,1,42,540,2,19.3411764705882,0,0,1,997
4365,5,40,1,1,1,1,38,2,997,997,997,1,1,1,997,997,997,997,1,1,7,997,997, ,5400101,8,42,540,2,19.3411764705882,1,0,0,1
4365,5,40,1,2,2,2,32,1,997,997,1,2,2,1,997,997,997,997,2,997, ,997,997, ,5400102,7,42,540,2,19.3411764705882,0,1,0,0
4365,5,40,1,3,3,2,6,2,997,997,997,997,997,997,1,2,1,1,2,997, ,997,997, ,5400103,2,42,540,2,19.3411764705882,0,0,1,0
4365,5,40,1,4,3,1,2,2,1,2,997,997,997,997,1,2,1,1,997,997, ,997,997, ,5400104,1,42,540,2,19.3411764705882,0,0,1,997
4365,5,40,1,5,8,2,14,2,997,997,997,2,2,997,1,6,2,997,2,997, ,997,997, ,5400105,3,42,540,2,19.3411764705882,0,0,1,0
4365,5,40,1,6,6,2,59,2,997,997,997,2,2,4,997,997,997,997,2,997, ,997,997, ,5400106,12,42,540,2,19.3411764705882,0,1,0,0
4366,5,40,29,1,1,2,30,2,997,997,1,1,1,3,997,997,997,997,2,997, ,997,997, ,5402901,7,42,540,2,19.3411764705882,0,1,0,0
4366,5,40,29,2,3,2,20,2,997,997,1,2,2,4,997,997,997,997,2,997, ,997,997, ,5402902,5,42,540,2,19.3411764705882,0,1,0,0
4366,5,40,29,3,3,2,16,2,997,997,1,2,2,4,1,1,2,997,2,997, ,997,997, ,5402903,4,42,540,2,19.3411764705882,0,0,1,0
4366,5,40,29,4,3,2,14,1,997,997,997,2,2,997,1,1,2,997,2,997, ,997,997, ,5402904,3,42,540,2,19.3411764705882,0,0,1,0
4366,5,40,29,5,3,1,9,2,997,997,997,2,2,997,1,1,2,997,2,997, ,997,997, ,5402905,2,42,540,2,19.3411764705882,0,0,1,0
4366,5,40,29,6,3,1,8,2,997,997,997,2,2,997,1,2,2,997,1,1,4,1,1,3,5402906,2,42,540,2,19.3411764705882,0,0,1,1
4366,5,40,29,7,3,1,7,2,997,997,997,2,2,997,1,1,2,997,2,997, ,997,997, ,5402907,2,42,540,2,19.3411764705882,0,0,1,0
4366,5,40,29,8,3,2,6, ,997,997,997,997,997,997,1,2,2,997,2,997, ,997,997, ,5402908,2,42,540,2,19.3411764705882,0,0,1,0
4367,5,40,32,1,1,1,69,2,997,997,997,1,2,1,997,997,997,997,2,997, ,997,997, ,5403201,14,42,540,2,19.3411764705882,1,0,0,0
4367,5,40,32,2,2,2,36,1,997,997,1,2,1,1,997,997,997,997,2,997, ,997,997, ,5403202,8,42,540,2,19.3411764705882,0,1,0,0
4367,5,40,32,3,3,1,12,2,997,997,997,2,2,997,1,2,1,1,2,997, ,997,997, ,5403203,3,42,540,2,19.3411764705882,0,0,1,0
4367,5,40,32,4,3,1,8,2,997,997,997,2,2,997,1,2,1,1,2,997, ,997,997, ,5403204,2,42,540,2,19.3411764705882,0,0,1,0
4367,5,40,32,5,3,1,6,2,997,997,997,997,997,997,1,2,1,1,2,997, ,997,997, ,5403205,2,42,540,2,19.3411764705882,0,0,1,0
4367,5,40,32,6,3,1,0,2,1,2,997,997,997,997,1,2,1,1,997,997, ,997,997, ,5403206,1,42,540,2,19.3411764705882,0,0,1,997
4367,5,40,32,7,3,2,9,2,997,997,997,2,2,997,1,2,1,1,2,997, ,997,997, ,5403207,2,42,540,2,19.3411764705882,0,0,1,0
4368,5,40,28,1,1,1,46,2,997,997,997,1,2,1,997,997,997,997,2,997, ,997,997, ,5402801,10,42,540,2,19.3411764705882,1,0,0,0
4368,5,40,28,2,2,2,39,2,997,997,1,1,2,1,997,997,997,997,2,997, ,997,997, ,5402802,8,42,540,2,19.3411764705882,0,1,0,0
4368,5,40,28,3,3,2,14,1,997,997,997,2,2,997,1,2,1,1,2,997, ,997,997, ,5402803,3,42,540,2,19.3411764705882,0,0,1,0
4368,5,40,28,4,3,1,12,2,997,997,997,2,2,997,1,2,1,1,2,997, ,997,997, ,5402804,3,42,540,2,19.3411764705882,0,0,1,0
4368,5,40,28,5,3,2,8,2,997,997,997,2,2,997,1,2,1,1,2,997, ,997,997, ,5402805,2,42,540,2,19.3411764705882,0,0,1,0
4368,5,40,28,6,3,2,10,2,997,997,997,2,2,997,1,2,1,1,2,997, ,997,997, ,5402806,3,42,540,2,19.3411764705882,0,0,1,0
4368,5,40,28,7,3,2,7,2,997,997,997,2,2,997,1,2,1,1,2,997, ,997,997, ,5402807,2,42,540,2,19.3411764705882,0,0,1,0
4368,5,40,28,8,3,1,11, ,997,997,997,2,2,997,1,2,1,1,2,997, ,997,997, ,5402808,3,42,540,2,19.3411764705882,0,0,1,0
4368,5,40,28,9,3,1,6, ,997,997,997,997,997,997,1,2,1,1,2,997, ,997,997, ,5402809,2,42,540,2,19.3411764705882,0,0,1,0
4368,5,40,28,10,3,2,1,2,1,2,997,997,997,997,1,2,1,1,997,997, ,997,997, ,5402810,1,42,540,2,19.3411764705882,0,0,1,997
4369,5,40,17,1,1,2,48,1,997,997,1,1,1,3,997,997,997,997,2,997, ,997,997, ,5401701,10,42,540,2,19.3411764705882,0,1,0,0
4369,5,40,17,2,3,2,25,2,997,997,1,2,2,1,997,997,997,997,2,997, ,997,997, ,5401702,6,42,540,2,19.3411764705882,0,1,0,0
4369,5,40,17,3,3,1,20,2,997,997,997,2,2,4,997,997,997,997,2,997, ,997,997, ,5401703,5,42,540,2,19.3411764705882,1,0,0,0
4369,5,40,17,4,3,2,14,2,997,997,997,2,2,997,1,1,2,997,2,997, ,997,997, ,5401704,3,42,540,2,19.3411764705882,0,0,1,0
4369,5,40,17,5,3,1,12,2,997,997,997,2,2,997,1,1,2,997,2,997, ,997,997, ,5401705,3,42,540,2,19.3411764705882,0,0,1,0
4369,5,40,17,6,3,2,10,2,997,997,997,2,2,997,1,1,2,997,2,997, ,997,997, ,5401706,3,42,540,2,19.3411764705882,0,0,1,0
4369,5,40,17,7,3,2,8,2,997,997,997,2,2,997,1,1,2,997,2,997, ,997,997, ,5401707,2,42,540,2,19.3411764705882,0,0,1,0
4369,5,40,17,8,3,2,6, ,997,997,997,997,997,997,1,1,2,997,2,997, ,997,997, ,5401708,2,42,540,2,19.3411764705882,0,0,1,0
4370,5,40,33,1,1,1,36,2,997,997,997,1,1,1,997,997,997,997,2,997, ,997,997, ,5403301,8,42,540,2,19.3411764705882,1,0,0,0
4370,5,40,33,2,2,2,25,1,997,997,1,2,1,1,997,997,997,997,2,997, ,997,997, ,5403302,6,42,540,2,19.3411764705882,0,1,0,0
4370,5,40,33,3,3,2,7,2,997,997,997,2,2,997,1,2,1,1,2,997, ,997,997, ,5403303,2,42,540,2,19.3411764705882,0,0,1,0
4370,5,40,33,4,3,1,1,2,1,2,997,997,997,997,1,2,1,1,997,997, ,997,997, ,5403304,1,42,540,2,19.3411764705882,0,0,1,997
4737,5,40,15,1,1,1,35,2,997,997,997,1,2,1,997,997,997,997,2,997, ,997,997, ,5401501,8,42,540,2,19.3411764705882,1,0,0,0
4737,5,40,15,2,2,2,28,1,997,997,1,2,1,1,997,997,997,997,2,997, ,997,997, ,5401502,6,42,540,2,19.3411764705882,0,1,0,0
4737,5,40,15,3,3,1,7,2,997,997,997,2,2,997,1,2,1,1,2,997, ,997,997, ,5401503,2,42,540,2,19.3411764705882,0,0,1,0
4737,5,40,15,4,3,1,6,2,997,997,997,997,997,997,1,2,1,1,2,997, ,997,997, ,5401504,2,42,540,2,19.3411764705882,0,0,1,0
4737,5,40,15,5,3,2,4,1,1,2,997,997,997,997,1,2,1,1,997,997, ,997,997, ,5401505,1,42,540,2,19.3411764705882,0,0,1,997
4737,5,40,15,6,3,2,2,2,1,2,997,997,997,997,1,2,1,1,997,997, ,997,997, ,5401506,1,42,540,2,19.3411764705882,0,0,1,997
4234,5,41,1,1,1,1,68,2,997,997,997,1,1,1,997,997,997,997,2,997, ,997,997, ,5410101,14,43,541,2,15.75,1,0,0,0
4234,5,41,1,2,2,2,62,1,997,997,997,2,2,1,997,997,997,997,2,997, ,997,997, ,5410102,13,43,541,2,15.75,0,1,0,0
4234,5,41,1,3,3,1,20,2,997,997,997,2,2,4,997,997,997,997,2,997, ,997,997, ,5410103,5,43,541,2,15.75,1,0,0,0
4234,5,41,1,4,3,1,16,2,997,997,997,2,2,4,1,2,1,1,2,997, ,997,997, ,5410104,4,43,541,2,15.75,0,0,1,0
4234,5,41,1,5,3,1,16,2,997,997,997,2,2,4,1,2,1,1,2,997, ,997,997, ,5410105,4,43,541,2,15.75,0,0,1,0
4234,5,41,1,6,5,1,12,2,997,997,997,2,2,997,2,997,2,997,1,1,4,1,1,3,5410106,3,43,541,2,15.75,0,0,1,1
4234,5,41,1,7,5,1,12,2,997,997,997,2,2,997,2,997,2,997,2,997, ,997,997, ,5410107,3,43,541,2,15.75,0,0,1,0
4235,5,41,2,1,1,1,30,2,997,997,997,1,2,1,997,997,997,997,2,997, ,997,997, ,5410201,7,43,541,2,15.75,1,0,0,0
4235,5,41,2,2,2,2,25,1,997,997,1,1,1,1,997,997,997,997,2,997, ,997,997, ,5410202,6,43,541,2,15.75,0,1,0,0
4235,5,41,2,3,3,2,6,2,997,997,997,997,997,997,1,2,1,1,2,997, ,997,997, ,5410203,2,43,541,2,15.75,0,0,1,0
4235,5,41,2,4,3,2,3,2,1,2,997,997,997,997,1,2,1,1,997,997, ,997,997, ,5410204,1,43,541,2,15.75,0,0,1,997
4235,5,41,2,5,3,2,0,2,1,2,997,997,997,997,1,2,1,1,997,997, ,997,997, ,5410205,1,43,541,2,15.75,0,0,1,997
4236,5,41,3,1,1,1,32,2,997,997,997,2,1,1,997,997,997,997,2,997, ,997,997, ,5410301,7,43,541,2,15.75,1,0,0,0
4236,5,41,3,2,2,2,28,1,997,997,1,2,2,1,997,997,997,997,2,997, ,997,997, ,5410302,6,43,541,2,15.75,0,1,0,0
4236,5,41,3,3,3,2,8,2,997,997,997,2,2,997,1,2,1,1,2,997, ,997,997, ,5410303,2,43,541,2,15.75,0,0,1,0
4236,5,41,3,4,3,1,6,2,997,997,997,997,997,997,1,2,1,1,2,997, ,997,997, ,5410304,2,43,541,2,15.75,0,0,1,0
4236,5,41,3,5,3,2,3,2,1,2,997,997,997,997,1,2,1,1,997,997, ,997,997, ,5410305,1,43,541,2,15.75,0,0,1,997
4236,5,41,3,6,3,2,0,2,1,2,997,997,997,997,1,2,1,1,997,997, ,997,997, ,5410306,1,43,541,2,15.75,0,0,1,997
4237,5,41,4,1,1,2,38,1,997,997,1,1,1,2,997,997,997,997,2,997, ,997,997, ,5410401,8,43,541,2,15.75,0,1,0,0
4237,5,41,4,2,3,1,8,2,997,997,997,2,2,997,1,1,2,997,2,997, ,997,997, ,5410402,2,43,541,2,15.75,0,0,1,0
4237,5,41,4,3,3,2,6,2,997,997,997,997,997,997,1,1,2,997,2,997, ,997,997, ,5410403,2,43,541,2,15.75,0,0,1,0
4237,5,41,4,4,3,1,4,2,1,1,997,997,997,997,1,1,2,997,997,997, ,997,997, ,5410404,1,43,541,2,15.75,0,0,1,997
4237,5,41,4,5,3,1,2,2,1,1,997,997,997,997,1,1,2,997,997,997, ,997,997, ,5410405,1,43,541,2,15.75,0,0,1,997
4238,5,41,5,1,1,2,30,1,997,997,1,1,1,3,997,997,997,997,2,997, ,997,997, ,5410501,7,43,541,2,15.75,0,1,0,0
4238,5,41,5,2,3,2,14,2,997,997,997,2,2,997,1,1,2,997,2,997, ,997,997, ,5410502,3,43,541,2,15.75,0,0,1,0
4238,5,41,5,3,3,1,14,2,997,997,997,2,2,997,1,1,2,997,2,997, ,997,997, ,5410503,3,43,541,2,15.75,0,0,1,0
4238,5,41,5,4,3,1,12,2,997,997,997,2,2,997,1,1,2,997,2,997, ,997,997, ,5410504,3,43,541,2,15.75,0,0,1,0
4238,5,41,5,5,3,2,10,2,997,997,997,2,2,997,1,1,2,997,2,997, ,997,997, ,5410505,3,43,541,2,15.75,0,0,1,0
4238,5,41,5,6,3,1,11,2,997,997,997,2,2,997,1,1,2,997,2,997, ,997,997, ,5410506,3,43,541,2,15.75,0,0,1,0
4238,5,41,5,7,3,2,9,2,997,997,997,2,2,997,1,1,2,997,2,997, ,997,997, ,5410507,2,43,541,2,15.75,0,0,1,0
4239,5,41,6,1,1,1,42,2,997,997,997,1,1,1,997,997,997,997,2,997, ,997,997, ,5410601,9,43,541,2,15.75,1,0,0,0
4239,5,41,6,2,2,2,40,1,997,997,1,2,1,1,997,997,997,997,2,997, ,997,997, ,5410602,9,43,541,2,15.75,0,1,0,0
4239,5,41,6,3,3,1,19,2,997,997,997,2,2,4,997,997,997,997,2,997, ,997,997, ,5410603,4,43,541,2,15.75,1,0,0,0
4239,5,41,6,4,3,1,15,2,997,997,997,2,2,4,1,2,1,1,1,1,4,1,1,3,5410604,4,43,541,2,15.75,0,0,1,1
4239,5,41,6,5,3,2,7,2,997,997,997,2,2,997,1,2,1,1,2,997, ,997,997, ,5410605,2,43,541,2,15.75,0,0,1,0
4239,5,41,6,6,3,2,9,2,997,997,997,2,2,997,1,2,1,1,2,997, ,997,997, ,5410606,2,43,541,2,15.75,0,0,1,0
4239,5,41,6,7,3,2,17,2,997,997,1,2,2,4,1,2,1,1,1,1,7,1,1,6,5410607,4,43,541,2,15.75,0,0,1,1
4239,5,41,6,8,3,2,10, ,997,997,997,2,2,997,1,0,1,0,2,997, ,997,997, ,5410608,3,43,541,2,15.75,0,0,1,0
4240,5,41,7,1,1,2,50,1,997,997,997,1,1,3,997,997,997,997,2,997, ,997,997, ,5410701,11,43,541,2,15.75,0,1,0,0
4240,5,41,7,2,3,1,10,2,997,997,997,2,2,997,1,1,2,997,2,997, ,997,997, ,5410702,3,43,541,2,15.75,0,0,1,0
4241,5,41,8,1,1,1,55,2,997,997,997,1,1,1,997,997,997,997,2,997, ,997,997, ,5410801,12,43,541,2,15.75,1,0,0,0
4241,5,41,8,2,2,2,50,1,997,997,997,2,2,1,997,997,997,997,2,997, ,997,997, ,5410802,11,43,541,2,15.75,0,1,0,0
4241,5,41,8,3,3,2,14,2,997,997,997,2,2,997,1,2,1,1,1,1,6,1,1,5,5410803,3,43,541,2,15.75,0,0,1,1
4241,5,41,8,4,3,2,18,2,997,997,1,2,2,4,997,997,997,997,1,2,3,1,1,2,5410804,4,43,541,2,15.75,0,1,0,2
4241,5,41,8,5,3,2,20,2,997,997,1,2,2,4,997,997,997,997,1,2,3,1, ,3,5410805,5,43,541,2,15.75,0,1,0,2
4241,5,41,8,6,3,1,10,2,997,997,997,2,2,997,1,2,1,1,2,997, ,997,997, ,5410806,3,43,541,2,15.75,0,0,1,0
4241,5,41,8,7,3,1,8,2,997,997,997,2,2,997,1,2,1,1,2,997, ,997,997, ,5410807,2,43,541,2,15.75,0,0,1,0
4242,5,41,9,1,1,2,62,1,997,997,997,1,1,2,997,997,997,997,2,997, ,997,997, ,5410901,13,43,541,2,15.75,0,1,0,0
4242,5,41,9,2,5,1,18,2,997,997,997,2,2,4,997,997,997,997,1,1,4,1,1,4,5410902,4,43,541,2,15.75,1,0,0,1
4242,5,41,9,3,3,1,16,2,997,997,997,2,2,4,1,1,2,997,2,997, ,997,997, ,5410903,4,43,541,2,15.75,0,0,1,0
4242,5,41,9,4,3,2,14,2,997,997,997,2,2,997,1,1,2,997,2,997, ,997,997, ,5410904,3,43,541,2,15.75,0,0,1,0
4242,5,41,9,5,3,2,12,2,997,997,997,2,2,997,1,1,2,997,2,997, ,997,997, ,5410905,3,43,541,2,15.75,0,0,1,0
4243,5,41,10,1,1,1,40,2,997,997,997,1,1,1,997,997,997,997,2,997, ,997,997, ,5411001,9,43,541,2,15.75,1,0,0,0
4243,5,41,10,2,2,2,39,1,997,997,1,1,1,1,997,997,997,997,2,997, ,997,997, ,5411002,8,43,541,2,15.75,0,1,0,0
4243,5,41,10,3,3,2,14,2,997,997,997,2,2,997,1,2,1,1,1,1,3,1,1,3,5411003,3,43,541,2,15.75,0,0,1,1
4243,5,41,10,4,3,2,14,2,997,997,997,2,2,997,1,2,1,1,2,997, ,997,997, ,5411004,3,43,541,2,15.75,0,0,1,0
4243,5,41,10,5,3,1,10,2,997,997,997,2,2,997,1,2,1,1,2,997, ,997,997, ,5411005,3,43,541,2,15.75,0,0,1,0
4243,5,41,10,6,3,1,8,2,997,997,997,2,2,997,1,2,1,1,2,997, ,997,997, ,5411006,2,43,541,2,15.75,0,0,1,0
4243,5,41,10,7,3,1,6,2,997,997,997,997,997,997,1,2,1,1,1,1,2,1,1,1,5411007,2,43,541,2,15.75,0,0,1,1
4243,5,41,10,8,3,1,2,2,1,2,997,997,997,997,2,997,1,1,997,997, ,997,997, ,5411008,1,43,541,2,15.75,0,0,1,997
4244,5,41,11,1,1,1,60,2,997,997,997,1,1,1,997,997,997,997,2,997, ,997,997, ,5411101,13,43,541,2,15.75,1,0,0,0
4244,5,41,11,2,2,2,55,1,997,997,997,2,1,1,997,997,997,997,2,997, ,997,997, ,5411102,12,43,541,2,15.75,0,1,0,0
